,コナミスポーツクラブ,目黒,,ボディパンプ60,2,20:20,大桃 良太,
,コナミスポーツクラブ,目黒,,ボディパンプ60,6,15:30,YOKO,
,コナミスポーツクラブ,目黒,,ボディパンプ45,3,20:45,藤後 勇爾,
,コナミスポーツクラブ,目黒,,ボディパンプ45,5,12:30,田上 岳,
,コナミスポーツクラブ,目黒,,ボディパンプ45,6,20:00,三代 学,
,コナミスポーツクラブ,目黒,,ボディパンプ45,0,11:55,土田 祐也,
,コナミスポーツクラブ,目黒,,ボディパンプ45,0,17:45,藤後 勇爾,
,コナミスポーツクラブ,目黒,,ボディパンプ30,3,16:10,藤後 勇爾,
,コナミスポーツクラブ,目黒,,ボディパンプ30,4,19:00,小林 良太,
,コナミスポーツクラブ,目黒,,ボディパンプ30,5,20:15,土田 祐也,
,コナミスポーツクラブ,恵比寿,,ボディパンプテック,2,10:15,齋藤 真紀,
,コナミスポーツクラブ,恵比寿,,ボディパンプテック,6,13:45,千葉 香織,
,コナミスポーツクラブ,恵比寿,,ボディパンプ60,1,20:45,齋藤 真紀,
,コナミスポーツクラブ,恵比寿,,ボディパンプ60,3,19:55,齋藤 真紀,
,コナミスポーツクラブ,恵比寿,,ボディパンプ60,6,14:00,千葉 香織,
,コナミスポーツクラブ,恵比寿,,ボディパンプ60,0,11:15,山崎 薫,
,コナミスポーツクラブ,恵比寿,,ボディパンプ60,0,15:45,齋藤 真紀,
,コナミスポーツクラブ,恵比寿,,ボディパンプ45,3,12:25,齋藤 真紀,
,コナミスポーツクラブ,恵比寿,,ボディパンプ30,2,10:30,齋藤 真紀,
,コナミスポーツクラブ,恵比寿,,ボディパンプ30,3,10:00,山崎 薫,
,コナミスポーツクラブ,恵比寿,,ボディパンプ30,4,10:00,山崎 薫,
,コナミスポーツクラブ,荻窪南口,,ボディパンプ60,1,18:45,青木重美【定員50名】,
,コナミスポーツクラブ,荻窪南口,,ボディパンプ60,2,13:30,IKUKO【定員50名】,
,コナミスポーツクラブ,荻窪南口,,ボディパンプ60,2,21:00,大久保祐子【定員50名】,
,コナミスポーツクラブ,荻窪南口,,ボディパンプ60,5,9:20,青木重美【定員50名】,
,コナミスポーツクラブ,荻窪南口,,ボディパンプ60,6,12:40,高尾周二郎【定員50名】,
,コナミスポーツクラブ,荻窪南口,,ボディパンプ45,5,20:00,田上岳【定員30名】,
,コナミスポーツクラブ,荻窪南口,,ボディパンプ45,0,14:10,川上達仙【定員50名】,
,コナミスポーツクラブ,武蔵境,,ボディパンプテック,1,19:10,【定員30名】西條 尚,
,コナミスポーツクラブ,武蔵境,,ボディパンプ60,5,21:00,【定員30名】西條 尚,
,コナミスポーツクラブ,武蔵境,,ボディパンプ60,0,13:25,【定員30名】関川 真吾,
,コナミスポーツクラブ,武蔵境,,ボディパンプ45,2,15:00,【定員30名】西條 尚,
,コナミスポーツクラブ,武蔵境,,ボディパンプ45,6,15:15,【定員30名】西條 尚,
,コナミスポーツクラブ,武蔵境,,ボディパンプ30,1,14:25,【定員17名】齋藤 瑞紀,
,コナミスポーツクラブ,武蔵境,,ボディパンプ30,1,19:25,【定員30名】西條 尚,
,コナミスポーツクラブ,武蔵境,,ボディパンプ30,2,21:15,【定員30名】中波 美穂,
,コナミスポーツクラブ,武蔵境,,ボディパンプ30,3,14:05,【定員17名】中波 美穂,
,コナミスポーツクラブ,自由が丘駅前,,ボディパンプテック,3,18:55,寺本 香純,
,コナミスポーツクラブ,自由が丘駅前,,ボディパンプ60,1,20:00,富士渓 静香,
,コナミスポーツクラブ,自由が丘駅前,,ボディパンプ60,0,17:20,【代行】當山清香,
,コナミスポーツクラブ,自由が丘駅前,,ボディパンプ45,2,12:55,富士渓 静香,
,コナミスポーツクラブ,自由が丘駅前,,ボディパンプ45,3,19:15,寺本 香純,
,コナミスポーツクラブ,自由が丘駅前,,ボディパンプ45,6,10:40,小林 勇樹,
,コナミスポーツクラブ,自由が丘駅前,,ボディパンプ30,1,14:30,當山 清香,
,コナミスポーツクラブ,自由が丘駅前,,ボディパンプ30,5,11:10,當山 清香,
,コナミスポーツクラブ,自由が丘駅前,,ボディパンプ30,6,17:25,寺本 香純,
,コナミスポーツクラブ,中野富士見町,,ボディパンプテック,2,21:05,岩橋 達也,
,コナミスポーツクラブ,中野富士見町,,ボディパンプ60,5,21:20,青葉 康史,
,コナミスポーツクラブ,中野富士見町,,ボディパンプ60,6,15:00,山崎 早苗,
,コナミスポーツクラブ,中野富士見町,,ボディパンプ60,0,12:45,佐久間 聡子,
,コナミスポーツクラブ,中野富士見町,,ボディパンプ45,2,21:20,岩橋 達也,
,コナミスポーツクラブ,中野富士見町,,ボディパンプ30,4,11:00,山崎 早苗,
,コナミスポーツクラブ,東松原,,ボディパンプ60,2,21:00,星工【定員24名】,
,コナミスポーツクラブ,東松原,,ボディパンプ60,4,15:20,高丸健史【定員24名】,
,コナミスポーツクラブ,東松原,,ボディパンプ60,4,20:30,大桃良太【定員24名】,
,コナミスポーツクラブ,東松原,,ボディパンプ60,6,16:25,星工【定員24名】,
,コナミスポーツクラブ,東松原,,ボディパンプ60,0,15:25,高丸健史【定員24名】,
,コナミスポーツクラブ,東松原,,ボディパンプ45,1,16:15,星工【定員24名】,
,コナミスポーツクラブ,東松原,,ボディパンプ45,5,16:10,内田英利【定員24名】,
,コナミスポーツクラブ,碑文谷,,ボディパンプテック,4,19:10,中村大介,
,コナミスポーツクラブ,碑文谷,,ボディパンプ60,1,21:20,中村大介【定員30名】,
,コナミスポーツクラブ,碑文谷,,ボディパンプ60,6,17:30,望月由美絵【定員30名】整理券,
,コナミスポーツクラブ,碑文谷,,ボディパンプ60,0,14:10,望月由美絵【定員30名】整理券,
,コナミスポーツクラブ,碑文谷,,ボディパンプ45,2,19:30,望月由美絵,
,コナミスポーツクラブ,碑文谷,,ボディパンプ45,5,11:15,佐藤拓巳(定員30名),
,コナミスポーツクラブ,碑文谷,,ボディパンプ45,6,12:50,中村大介【定員23名】,
,コナミスポーツクラブ,碑文谷,,ボディパンプ30,1,10:30,望月由美絵【定員23名】,
,コナミスポーツクラブ,碑文谷,,ボディパンプ30,4,15:00,望月由美絵,
,コナミスポーツクラブ,碑文谷,,ボディパンプ30,4,19:30,中村大介【定員30名】,
,コナミスポーツクラブ,成増,,ボディパンプテック,1,13:00,濱崎 隆司,
,コナミスポーツクラブ,成増,,ボディパンプ60,5,21:15,田中 健一,
,コナミスポーツクラブ,成増,,ボディパンプ60,0,15:00,田中 健一,
,コナミスポーツクラブ,成増,,ボディパンプ45,5,12:45,濱崎 隆司,
,コナミスポーツクラブ,成増,,ボディパンプ45,6,14:15,濱崎 隆司,
,コナミスポーツクラブ,成増,,ボディパンプ30,1,13:15,濱崎 隆司,
,コナミスポーツクラブ,渋谷,,ボディパンプテック,1,19:55,渡辺 健二,
,コナミスポーツクラブ,渋谷,,ボディパンプテック,3,11:50,渡辺 健二,
,コナミスポーツクラブ,渋谷,,ボディパンプテック,4,13:50,前畑行宏,
,コナミスポーツクラブ,渋谷,,ボディパンプ60,2,12:20,大桃 良太【整理券】定員27名,
,コナミスポーツクラブ,渋谷,,ボディパンプ60,4,14:05,前畑行宏,
,コナミスポーツクラブ,渋谷,,ボディパンプ60,6,15:00,前畑 行宏 【整理券】定員27名,
,コナミスポーツクラブ,渋谷,,ボディパンプ60,0,12:25,峯村 孝輔【整理券】定員27名,
,コナミスポーツクラブ,渋谷,,ボディパンプ45,1,12:30,山崎 貴博,
,コナミスポーツクラブ,渋谷,,ボディパンプ45,1,20:10,渡辺 健二,
,コナミスポーツクラブ,渋谷,,ボディパンプ45,2,21:35,内田 英利【整理券】定員27名,
,コナミスポーツクラブ,渋谷,,ボディパンプ45,3,20:45,大桃 良太【整理券 定員27名】,
,コナミスポーツクラブ,渋谷,,ボディパンプ30,3,12:05,渡辺 健二,
,コナミスポーツクラブ,蒲田,,ボディパンプ60,5,10:30,葛野 智子※定員35名,
,コナミスポーツクラブ,蒲田,,ボディパンプ60,5,20:30,大内 一真※定員35名,
,コナミスポーツクラブ,蒲田,,ボディパンプ60,6,16:00,大内 一真※定員35名,
,コナミスポーツクラブ,蒲田,,ボディパンプ60,0,11:45,TOSSY※定員35名※整理券あり,
,コナミスポーツクラブ,蒲田,,ボディパンプ30,3,18:30,葛野 智子※定員35名,
,コナミスポーツクラブ,蒲田,,ボディパンプ30,5,18:00,大内 一真※定員35名,
,コナミスポーツクラブ,大森町,,ボディパンプ60,3,10:45,内山智章,
,コナミスポーツクラブ,大森町,,ボディパンプ60,4,15:15,内山佳奈子,
,コナミスポーツクラブ,大森町,,ボディパンプ60,5,19:45,内山 智章,
,コナミスポーツクラブ,大森町,,ボディパンプ60,0,13:00,佐藤拓郎(35名整理券),
,コナミスポーツクラブ,大森町,,ボディパンプ45,6,11:30,渡邉俊祐,
,コナミスポーツクラブ,大森町,,ボディパンプ30,3,18:30,青木 恵,
,コナミスポーツクラブ,大山,,ボディパンプ60,2,11:15,淺沼 智博,
,コナミスポーツクラブ,大山,,ボディパンプ60,3,20:45,高木 麻巳子,
,コナミスポーツクラブ,大山,,ボディパンプ60,0,16:45,溝口 航平,
,コナミスポーツクラブ,大山,,ボディパンプ45,4,10:30,淺沼 智博,
,コナミスポーツクラブ,大山,,ボディパンプ45,6,16:45,高木 麻巳子,
,コナミスポーツクラブ,大山,,ボディパンプ30,1,15:40,淺沼 智博,
,コナミスポーツクラブ,大山,,ボディパンプ30,1,20:45,溝口 航平,
,コナミスポーツクラブ,大山,,ボディパンプ30,3,15:15,高木 麻巳子,
,コナミスポーツクラブ,大山,,ボディパンプ30,0,11:30,淺沼 智博,
,コナミスポーツクラブ,横須賀,,ボディパンプ60,2,12:45,清水 昌史,
,コナミスポーツクラブ,横須賀,,ボディパンプ60,4,20:30,飛澤 翔,
,コナミスポーツクラブ,横須賀,,ボディパンプ60,0,14:15,飛澤 翔,
,コナミスポーツクラブ,横須賀,,ボディパンプ30,2,18:30,飛澤 翔,
,コナミスポーツクラブ,橋本,,ボディパンプ60,2,21:00,片岡輝,
,コナミスポーツクラブ,橋本,,ボディパンプ60,0,13:30,片岡輝,
,コナミスポーツクラブ,橋本,,ボディパンプ45,3,10:15,片岡輝,
